"Line","Type","Content"
"3392","TRANG_MERGED_WITH_CONTENT","## TRANG 280"
"3417","TRANG_MERGED_WITH_CONTENT","## TRANG 281"
"3439","TRANG_MERGED_WITH_CONTENT","## TRANG 282"
"3470","TRANG_MERGED_WITH_CONTENT","## TRANG 283"
"3473","VERY_LONG_LINE","Length=1351 | Không những thế, bất cứ quyển nào dù là nói về địa lí, nông nghiệp, y dược học... thế nào cũng kèm t"
"3477","TRANG_MERGED_WITH_CONTENT","## TRANG 284"
"3494","TRANG_MERGED_WITH_CONTENT","## TRANG 285"
"3501","VERY_LONG_LINE","Length=889 | Xét về mặt khoa học, không kể y học và dược học là có nhiều đóng góp bởi vì nó gần với công việc nhà"
"3505","TRANG_MERGED_WITH_CONTENT","## TRANG 286"
"3516","TRANG_MERGED_WITH_CONTENT","## TRANG 287"
"3525","TRANG_MERGED_WITH_CONTENT","## TRANG 288"
"3532","VERY_LONG_LINE","Length=1014 | Con số 283 quyển gia phải thực ra không phản ảnh số lượng gia phải thực tế. Bởi vì ở Việt Nam, như t"
"3536","TRANG_MERGED_WITH_CONTENT","## TRANG 289"
"3548","TRANG_MERGED_WITH_CONTENT","## TRANG 290"
"3555","TRANG_MERGED_WITH_CONTENT","## TRANG 291"
"3589","TRANG_MERGED_WITH_CONTENT","## TRANG 292"
"3602","VERY_LONG_LINE","Length=845 | Như vậy là trong tâm thức của trí thức Việt Nam xưa, có thái độ tin vào bói toán và học theo một số "
"3608","TRANG_MERGED_WITH_CONTENT","## TRANG 293"
"3627","TRANG_MERGED_WITH_CONTENT","## TRANG 294"
"3642","TRANG_MERGED_WITH_CONTENT","## TRANG 295"
"3653","TRANG_MERGED_WITH_CONTENT","## TRANG 296"
"3680","TRANG_MERGED_WITH_CONTENT","## TRANG 297"
"3686","TRANG_MERGED_WITH_CONTENT","## TRANG 298"
"3699","TRANG_MERGED_WITH_CONTENT","## TRANG 299"
"3714","TRANG_MERGED_WITH_CONTENT","## TRANG 300"
"3733","TRANG_MERGED_WITH_CONTENT","## TRANG 301"
"3748","TRANG_MERGED_WITH_CONTENT","## TRANG 302"
"3764","TRANG_MERGED_WITH_CONTENT","## TRANG 303"
"3775","TRANG_MERGED_WITH_CONTENT","## TRANG 304"
"3786","TRANG_MERGED_WITH_CONTENT","## TRANG 305"
"3811","TRANG_MERGED_WITH_CONTENT","## TRANG 306"
"3827","TRANG_MERGED_WITH_CONTENT","## TRANG 307"
"3844","TRANG_MERGED_WITH_CONTENT","## TRANG 308"
"3859","TRANG_MERGED_WITH_CONTENT","## TRANG 309"
"3876","TRANG_MERGED_WITH_CONTENT","## TRANG 310"
"3887","TRANG_MERGED_WITH_CONTENT","## TRANG 311"
"3922","TRANG_MERGED_WITH_CONTENT","## TRANG 312"
"3957","TRANG_MERGED_WITH_CONTENT","## TRANG 313"
"3979","TRANG_MERGED_WITH_CONTENT","## TRANG 314"
"4012","TRANG_MERGED_WITH_CONTENT","## TRANG 315"
"4045","TRANG_MERGED_WITH_CONTENT","## TRANG 316"
"4072","TRANG_MERGED_WITH_CONTENT","## TRANG 317"
"4103","TRANG_MERGED_WITH_CONTENT","## TRANG 318"
"4135","TRANG_MERGED_WITH_CONTENT","## TRANG 319"
"4162","TRANG_MERGED_WITH_CONTENT","## TRANG 320"
"4193","TRANG_MERGED_WITH_CONTENT","## TRANG 321"
"4212","TRANG_MERGED_WITH_CONTENT","## TRANG 322"
"4245","TRANG_MERGED_WITH_CONTENT","## TRANG 323"
"4272","TRANG_MERGED_WITH_CONTENT","## TRANG 324"
"4301","TRANG_MERGED_WITH_CONTENT","## TRANG 325"
"4332","TRANG_MERGED_WITH_CONTENT","## TRANG 326"
"4361","TRANG_MERGED_WITH_CONTENT","## TRANG 327"
"4394","TRANG_MERGED_WITH_CONTENT","## TRANG 328"
"4425","TRANG_MERGED_WITH_CONTENT","## TRANG 329"
"4456","TRANG_MERGED_WITH_CONTENT","## TRANG 330"
"4491","TRANG_MERGED_WITH_CONTENT","## TRANG 331"
"4504","TRANG_MERGED_WITH_CONTENT","## TRANG 332"
"4511","VERY_LONG_LINE","Length=801 | Chúng tôi không xét những mặt của tín ngưỡng dân gian liên quan tới tín ngưỡng phồn thực, sự sùng bá"
"4517","TRANG_MERGED_WITH_CONTENT","## TRANG 333"
"4528","TRANG_MERGED_WITH_CONTENT","## TRANG 334"
"4541","TRANG_MERGED_WITH_CONTENT","## TRANG 335"
"4546","VERY_LONG_LINE","Length=932 | Một chi nhánh trở thành phái Khăn vàng (Hoàng càn). Trương Giác, học ""Thái bình kinh"" sáng lập ""Thái"
"4552","TRANG_MERGED_WITH_CONTENT","## TRANG 336"
"4562","TRANG_MERGED_WITH_CONTENT","## TRANG 337"
"4573","TRANG_MERGED_WITH_CONTENT","## TRANG 338"
"4582","TRANG_MERGED_WITH_CONTENT","## TRANG 339"
"4587","VERY_LONG_LINE","Length=804 | Đặc điểm khu biệt của nó là thuyết tu tiên. Thuyết này xuất phát từ ""Đạo Đức kinh""; ""Chính do giữ đư"
"4597","TRANG_MERGED_WITH_CONTENT","## TRANG 340"
"4610","TRANG_MERGED_WITH_CONTENT","## TRANG 341"
"4617","VERY_LONG_LINE","Length=1055 | 7. Trước khi nói đến độ khóc xạ của Đạo giáo ở Việt Nam, cần phải xét sự khác nhau giữa hai tâm thức"
"4621","TRANG_MERGED_WITH_CONTENT","## TRANG 342"
"4632","TRANG_MERGED_WITH_CONTENT","## TRANG 343"
"4649","TRANG_MERGED_WITH_CONTENT","## TRANG 344"
"4666","TRANG_MERGED_WITH_CONTENT","## TRANG 345"
"4671","VERY_LONG_LINE","Length=955 | Một là Đạo giáo Trung Hoa, dù có gốc gác dân gian, vẫn chuyển hóa thành một học thuyết mang tính chấ"
"4676","TRANG_MERGED_WITH_CONTENT","## TRANG 346"
"4689","TRANG_MERGED_WITH_CONTENT","## TRANG 347"
"4692","VERY_LONG_LINE","Length=812 | chính quyền. Lịch sử Việt Nam từ khi độc lập chỉ có Lý Chiêu Hoàng làm vua vài tháng (1224). Họ bị đ"
"4702","TRANG_MERGED_WITH_CONTENT","## TRANG 348"
"4705","VERY_LONG_LINE","Length=1120 | tín ngưỡng này xuất phát từ cơ sở linh hồn giáo của môi trường rừng núi. DNA thời cổ xưa nhất là một"
"4712","TRANG_MERGED_WITH_CONTENT","## TRANG 349"
"4725","TRANG_MERGED_WITH_CONTENT","## TRANG 350"
"4740","TRANG_MERGED_WITH_CONTENT","## TRANG 351"
"4753","TRANG_MERGED_WITH_CONTENT","## TRANG 352"
"4767","TRANG_MERGED_WITH_CONTENT","## TRANG 353"
"4778","TRANG_MERGED_WITH_CONTENT","## TRANG 354"
"4791","TRANG_MERGED_WITH_CONTENT","## TRANG 355"
"4808","TRANG_MERGED_WITH_CONTENT","## TRANG 356"
"4821","TRANG_MERGED_WITH_CONTENT","## TRANG 357"
"4832","TRANG_MERGED_WITH_CONTENT","## TRANG 358"
"4835","VERY_LONG_LINE","Length=973 | Hồng Lĩnh, sông Lam Giang. Đến đời Tấn, Quách Phác mới dựa vào Đạo giáo, viết Thanh nang kinh sáng l"
"4841","TRANG_MERGED_WITH_CONTENT","## TRANG 359"
"4852","TRANG_MERGED_WITH_CONTENT","## TRANG 360"
"4874","TRANG_MERGED_WITH_CONTENT","## TRANG 361"
"4887","TRANG_MERGED_WITH_CONTENT","## TRANG 362"
"4892","VERY_LONG_LINE","Length=1162 | Người mở đầu xu hướng này chính là Nguyễn Trãi. Trong Toàn tập của ông có đến 300 lượt dùng các từ n"
"4896","TRANG_MERGED_WITH_CONTENT","## TRANG 363"
"4901","VERY_LONG_LINE","Length=1042 | Vì bùa phép cấp cho các pháp sư một quyền lực gần như vô hạn cho nên quần chúng cho rằng họ có thể t"
"4905","TRANG_MERGED_WITH_CONTENT","## TRANG 364"
"4915","TRANG_MERGED_WITH_CONTENT","## TRANG 365"
"4920","VERY_LONG_LINE","Length=1009 | Vào đầu thế kỷ XX khi các phong trào yêu nước đều bị dập tắt, ở các tỉnh Nam Định, Thái Bình, Nghệ A"
"4926","TRANG_MERGED_WITH_CONTENT","## TRANG 366"
"4937","TRANG_MERGED_WITH_CONTENT","## TRANG 367"
"4952","TRANG_MERGED_WITH_CONTENT","## TRANG 368"
"4967","TRANG_MERGED_WITH_CONTENT","## TRANG 369"
"4972","VERY_LONG_LINE","Length=998 | Nhưng đó chỉ là về lí thuyết. Trong thực tế các vị thần cai quản thiên đình Đạo giáo Việt Nam là khá"
"4976","TRANG_MERGED_WITH_CONTENT","## TRANG 370"
"5000","TRANG_MERGED_WITH_CONTENT","## TRANG 371"
"5009","TRANG_MERGED_WITH_CONTENT","## TRANG 372"
"5027","TRANG_MERGED_WITH_CONTENT","## TRANG 373"
"5042","TRANG_MERGED_WITH_CONTENT","## TRANG 374"
"5059","TRANG_MERGED_WITH_CONTENT","## TRANG 375"
"5070","TRANG_MERGED_WITH_CONTENT","## TRANG 376"
"5083","TRANG_MERGED_WITH_CONTENT","## TRANG 377"
"5094","TRANG_MERGED_WITH_CONTENT","## TRANG 378"
"5107","TRANG_MERGED_WITH_CONTENT","## TRANG 379"
"5111","VERY_LONG_LINE","Length=855 | Trong Ghi chú về việc thờ cúng, Przyluski nói : Hương cũng như các màu chổi lợi, dầu xúc, hoa, các v"
"5118","TRANG_MERGED_WITH_CONTENT","## TRANG 380"
"5125","VERY_LONG_LINE","Length=866 | Cái gì ở đây cũng được lý tưởng hóa: vũ lí tưởng hóa cử chỉ, lá cây là thuốc, lá bùa đốt thành tro c"
"5129","TRANG_MERGED_WITH_CONTENT","## TRANG 381"
"5136","VERY_LONG_LINE","Length=882 | 7. Hát văn. Hát văn là một hình thức sinh hoạt âm nhạc gắn bó chặt chẽ với tục lên đồng, còn gọi là "
"5140","TRANG_MERGED_WITH_CONTENT","## TRANG 382"
"5153","TRANG_MERGED_WITH_CONTENT","## TRANG 383"
"5189","TRANG_MERGED_WITH_CONTENT","## TRANG 384"
"5209","TRANG_MERGED_WITH_CONTENT","## TRANG 385"
"5216","VERY_LONG_LINE","Length=838 | Mỗi điệu mưa tuân theo những quy tắc nghiêm ngặt, tùy theo các giá (Quan Lớn, ông Hoàng, các Cô, các"
"5222","TRANG_MERGED_WITH_CONTENT","## TRANG 386"
"5225","VERY_LONG_LINE","Length=1037 | Nha Trang, ở Phan Rang, Bà Rịa (Bế Ngãi) mà bia năm 1836 do Phan Thanh Giản viết ở Tháp Bà là văn tự"
"5231","TRANG_MERGED_WITH_CONTENT","## TRANG 387"
"5246","TRANG_MERGED_WITH_CONTENT","## TRANG 388"
"5257","TRANG_MERGED_WITH_CONTENT","## TRANG 389"
"5273","TRANG_MERGED_WITH_CONTENT","## TRANG 390"
"5278","VERY_LONG_LINE","Length=832 | Thứ hai, là cuộc sống no đủ, thấm phận bảo đảm và diện mạo được quý trọng. Cuộc sống thực tế còn xa "
"5286","TRANG_MERGED_WITH_CONTENT","## TRANG 391"
"5305","TRANG_MERGED_WITH_CONTENT","## TRANG 392"
"5315","TRANG_MERGED_WITH_CONTENT","## TRANG 393"
"5330","TRANG_MERGED_WITH_CONTENT","## TRANG 394"
"5341","TRANG_MERGED_WITH_CONTENT","## TRANG 395"
"5354","TRANG_MERGED_WITH_CONTENT","## TRANG 396"
"5371","TRANG_MERGED_WITH_CONTENT","## TRANG 397"
"5374","VERY_LONG_LINE","Length=1005 | Nam cũng như DNA có hội đua thuyền gắn liền với tín ngưỡng phồn thực, lễ cầu mưa, đồng thời là dịp đ"
"5380","TRANG_MERGED_WITH_CONTENT","## TRANG 398"
"5385","VERY_LONG_LINE","Length=937 | 4. Nói đến hội là nói đến vai trò của nữ. Cuộc sống ngày trước cách mạng bó hẹp vào gia đình họ hàng"
"5391","TRANG_MERGED_WITH_CONTENT","## TRANG 399"
"5404","TRANG_MERGED_WITH_CONTENT","## TRANG 400"
"5415","TRANG_MERGED_WITH_CONTENT","## TRANG 401"
"5428","TRANG_MERGED_WITH_CONTENT","## TRANG 402"
"5433","VERY_LONG_LINE","Length=1048 | Ngày Tết trước hết là ngày của gia đình. Người Việt Nam bất cứ ở đâu, làm nghề gì đều muốn về quê ăn"
"5437","TRANG_MERGED_WITH_CONTENT","## TRANG 403"
"5444","VERY_LONG_LINE","Length=1122 | Mọi xích mích năm qua đều phải xóa bỏ, phải đối xử với nhau một cách lí tưởng trong tình thân ái. Ai"
"5448","TRANG_MERGED_WITH_CONTENT","## TRANG 404"
"5467","TRANG_MERGED_WITH_CONTENT","## TRANG 405"
"5488","TRANG_MERGED_WITH_CONTENT","## TRANG 406"
"5503","TRANG_MERGED_WITH_CONTENT","## TRANG 407"
"5516","TRANG_MERGED_WITH_CONTENT","## TRANG 408"
"5529","TRANG_MERGED_WITH_CONTENT","## TRANG 409"
"5542","TRANG_MERGED_WITH_CONTENT","## TRANG 410"
"5544","VERY_LONG_LINE","Length=986 | làm cho đồng bằng bằng phẳng, xong xuôi vào thời đồ sắt như các nước DNA. Họ phải đắp những con đê n"
"5552","TRANG_MERGED_WITH_CONTENT","## TRANG 411"
"5565","TRANG_MERGED_WITH_CONTENT","## TRANG 412"
"5569","VERY_LONG_LINE","Length=1024 | Câu này của các sử gia Trung Quốc cần được đọc theo phiên âm mới đúng với văn hóa ĐNA mà hiện nay ta"
"5575","TRANG_MERGED_WITH_CONTENT","## TRANG 413"
"5590","TRANG_MERGED_WITH_CONTENT","## TRANG 414"
"5605","TRANG_MERGED_WITH_CONTENT","## TRANG 415"
"5618","TRANG_MERGED_WITH_CONTENT","## TRANG 416"
"5631","TRANG_MERGED_WITH_CONTENT","## TRANG 417"
"5654","TRANG_MERGED_WITH_CONTENT","## TRANG 418"
"5663","VERY_LONG_LINE","Length=936 | Khi đối phương đem quân sang xâm lược Việt Nam, nó dựa trên một đạo quân nhà nghề thông thạo chiến đ"
"5667","TRANG_MERGED_WITH_CONTENT","## TRANG 419"
"5684","TRANG_MERGED_WITH_CONTENT","## TRANG 420"
"5687","VERY_LONG_LINE","Length=805 | Khiêm để bẻ gậy cuộc tấn công xâm lược của địch. Trong khi địch tấn công ồ ạt, có khi phải tạm thời "
"5695","TRANG_MERGED_WITH_CONTENT","## TRANG 421"
"5706","TRANG_MERGED_WITH_CONTENT","## TRANG 422"
"5719","TRANG_MERGED_WITH_CONTENT","## TRANG 423"
"5732","TRANG_MERGED_WITH_CONTENT","## TRANG 424"
"5742","TRANG_MERGED_WITH_CONTENT","## TRANG 425"
"5749","VERY_LONG_LINE","Length=1027 | Không phải chỉ có Việt Nam thì hành đường lối này, nhưng cách thực hiện của Việt Nam có những điểm r"
"5757","TRANG_MERGED_WITH_CONTENT","## TRANG 426"
"5760","VERY_LONG_LINE","Length=1196 | cho một triều đại. Khi dòng họ và triều đại là đại biểu chân chính cho cuộc chiến tranh này thì triề"
"5766","TRANG_MERGED_WITH_CONTENT","## TRANG 427"
"5769","VERY_LONG_LINE","Length=962 | nạn, ai cứu được nước người ấy làm vua. Để cai trị làm chủ nhân dân Việt Nam phải có một tiêu chuẩn "
"5777","TRANG_MERGED_WITH_CONTENT","## TRANG 428"
"5798","TRANG_MERGED_WITH_CONTENT","## TRANG 429"
"5807","TRANG_MERGED_WITH_CONTENT","## TRANG 430"
"5822","TRANG_MERGED_WITH_CONTENT","## TRANG 431"
"5835","TRANG_MERGED_WITH_CONTENT","## TRANG 432"
"5844","TRANG_MERGED_WITH_CONTENT","## TRANG 433"
"5857","TRANG_MERGED_WITH_CONTENT","## TRANG 434"
"5868","TRANG_MERGED_WITH_CONTENT","## TRANG 435"
"5871","VERY_LONG_LINE","Length=828 | hệ với Trung Quốc, trước sau Việt Nam theo một chính sách không thay đổi: tự nhận mình là nước tiếp "
"5879","TRANG_MERGED_WITH_CONTENT","## TRANG 436"
"5892","TRANG_MERGED_WITH_CONTENT","## TRANG 437"
"5906","TRANG_MERGED_WITH_CONTENT","## TRANG 438"
"5919","TRANG_MERGED_WITH_CONTENT","## TRANG 439"
"5927","TRANG_MERGED_WITH_CONTENT","## TRANG 440"
"5942","TRANG_MERGED_WITH_CONTENT","## TRANG 441"
"5947","VERY_LONG_LINE","Length=840 | Văn hóa là một sự thay đổi có quá trình lịch sử rất lâu dài, nhưng đây là một sự thay đổi năng động "
"5953","TRANG_MERGED_WITH_CONTENT","## TRANG 442"
"5956","VERY_LONG_LINE","Length=1403 | quyết định chuyển hóa được văn hóa cũ theo con đường mới. Cách đây năm trăm năm, đã có một người như"
"5960","TRANG_MERGED_WITH_CONTENT","## TRANG 443"
"5973","TRANG_MERGED_WITH_CONTENT","## TRANG 444"
"5976","VERY_LONG_LINE","Length=1279 | tướng chủ đạo của văn hóa phương Tây là cá nhân luận. Cá nhân luận, không phải là chỉ nghĩ đến lợi í"
"5982","TRANG_MERGED_WITH_CONTENT","## TRANG 445"
"5987","VERY_LONG_LINE","Length=903 | Qua cách ứng xử của anh ta với tổ quốc và gia đình, anh ta có được một thân phận và một diện mạo. An"
"5991","TRANG_MERGED_WITH_CONTENT","## TRANG 446"
"5993","VERY_LONG_LINE","Length=1025 | Trong cách xưng hô của người Việt ta thấy tâm thức này. Với cha tôi là con, với anh tôi là em, nhưng"
"6001","TRANG_MERGED_WITH_CONTENT","## TRANG 447"
"6006","VERY_LONG_LINE","Length=1051 | Nhân cách luận Việt Nam lấy tổ quốc làm điểm quy chiếu. Người Việt Nam chỉ chấp nhận một chữ trung l"
"6010","TRANG_MERGED_WITH_CONTENT","## TRANG 448"
"6021","TRANG_MERGED_WITH_CONTENT","## TRANG 449"
"6026","VERY_LONG_LINE","Length=1141 | 2. Nhung tinh trang nuoc Viet Nam mat nuoc qua dle dang va nhung cuoc noi day lannay luot khac bi da"
"6034","TRANG_MERGED_WITH_CONTENT","## TRANG 450"
"6047","TRANG_MERGED_WITH_CONTENT","## TRANG 451"
"6060","TRANG_MERGED_WITH_CONTENT","## TRANG 452"
"6071","TRANG_MERGED_WITH_CONTENT","## TRANG 453"
"6086","TRANG_MERGED_WITH_CONTENT","## TRANG 454"
"6103","TRANG_MERGED_WITH_CONTENT","## TRANG 455"
"6116","TRANG_MERGED_WITH_CONTENT","## TRANG 456"
"6121","VERY_LONG_LINE","Length=890 | Cách mạng ở Việt Nam là đấu tranh giải phóng dân tộc chống thực dân phản động Pháp. Đây không phải l"
"6125","TRANG_MERGED_WITH_CONTENT","## TRANG 457"
"6140","TRANG_MERGED_WITH_CONTENT","## TRANG 458"
"6151","TRANG_MERGED_WITH_CONTENT","## TRANG 459"
"6168","TRANG_MERGED_WITH_CONTENT","## TRANG 460"
"6184","TRANG_MERGED_WITH_CONTENT","## TRANG 461"
"6195","TRANG_MERGED_WITH_CONTENT","## TRANG 462"
"6212","TRANG_MERGED_WITH_CONTENT","## TRANG 463"
"6217","VERY_LONG_LINE","Length=1121 | Mác và Enghen khi sáng lập học thuyết mới không nói đến chuyện tu dưỡng đạo đức mà nói đến quyền lợi"
"6221","TRANG_MERGED_WITH_CONTENT","## TRANG 464"
"6236","TRANG_MERGED_WITH_CONTENT","## TRANG 465"
"6247","TRANG_MERGED_WITH_CONTENT","## TRANG 466"
"6264","TRANG_MERGED_WITH_CONTENT","## TRANG 467"
"6278","TRANG_MERGED_WITH_CONTENT","## TRANG 468"
"6295","TRANG_MERGED_WITH_CONTENT","## TRANG 469"
"6306","TRANG_MERGED_WITH_CONTENT","## TRANG 470"
"6322","TRANG_MERGED_WITH_CONTENT","## TRANG 471"
"6335","TRANG_MERGED_WITH_CONTENT","## TRANG 472"
"6347","TRANG_MERGED_WITH_CONTENT","## TRANG 473"
"6362","TRANG_MERGED_WITH_CONTENT","## TRANG 474"
"6372","TRANG_MERGED_WITH_CONTENT","## TRANG 475"
"6387","TRANG_MERGED_WITH_CONTENT","## TRANG 476"
"6401","TRANG_MERGED_WITH_CONTENT","## TRANG 477"
"6405","VERY_LONG_LINE","Length=840 | 12. Đường lối chính trị của Hồ Chí Minh lấy Đoàn kết làm nền tảng. Chuyên đoàn kết nói thì dễ, nhưng"
"6410","TRANG_MERGED_WITH_CONTENT","## TRANG 478"
"6425","TRANG_MERGED_WITH_CONTENT","## TRANG 479"
"6440","TRANG_MERGED_WITH_CONTENT","## TRANG 480"
"6448","TRANG_MERGED_WITH_CONTENT","## TRANG 481"
"6455","TRANG_MERGED_WITH_CONTENT","## TRANG 482"
"6457","VERY_LONG_LINE","Length=898 | Xét về mặt lý luận, đối với văn học Việt Nam hiện nay, sự tiếp xúc văn học Việt - Pháp còn quan trọn"
"6465","TRANG_MERGED_WITH_CONTENT","## TRANG 483"
"6474","TRANG_MERGED_WITH_CONTENT","## TRANG 484"
"6485","TRANG_MERGED_WITH_CONTENT","## TRANG 485"
"6498","TRANG_MERGED_WITH_CONTENT","## TRANG 486"
"6503","VERY_LONG_LINE","Length=1267 | Thứ nhất, một Nho giáo được nâng lên địa vị quốc giáo, chiếm địa vị độc tôn, chứ không phải là một h"
"6507","TRANG_MERGED_WITH_CONTENT","## TRANG 487"
"6519","TRANG_MERGED_WITH_CONTENT","## TRANG 488"
"6522","VERY_LONG_LINE","Length=1351 | <thống này về hệ tư tưởng là độc nhất vô nhị trong lịch sử văn học thế giới. Mọi cuộc xâm lăng đều b"
"6526","TRANG_MERGED_WITH_CONTENT","## TRANG 489"
"6537","TRANG_MERGED_WITH_CONTENT","## TRANG 490"
"6548","TRANG_MERGED_WITH_CONTENT","## TRANG 491"
"6561","TRANG_MERGED_WITH_CONTENT","## TRANG 492"
"6565","VERY_LONG_LINE","Length=876 | Khái niệm tổ quốc gần như vắng mặt trong văn học pháp. Nó chỉ xuất hiện khi nước Pháp bị xâm lược, n"
"6571","TRANG_MERGED_WITH_CONTENT","## TRANG 493"
"6576","VERY_LONG_LINE","Length=1009 | 4. Tính toàn nhân loại của văn học Pháp là xuất phát từ truyền thống Hy-La, rồi truyền thống Thiên c"
"6580","TRANG_MERGED_WITH_CONTENT","## TRANG 494"
"6584","VERY_LONG_LINE","Length=1258 | Tính toàn nhân loại của nền văn học này biểu lộ ở điểm gần như không bao giờ nó tìm một nội dung đặc"
"6588","TRANG_MERGED_WITH_CONTENT","## TRANG 495"
"6601","TRANG_MERGED_WITH_CONTENT","## TRANG 496"
"6612","TRANG_MERGED_WITH_CONTENT","## TRANG 497"
"6627","TRANG_MERGED_WITH_CONTENT","## TRANG 498"
"6630","VERY_LONG_LINE","Length=947 | <thông ngôn giúp họ đàn áp người Việt để đổi lấy sâm banh, sữa bò và lạc thú xác thịt. Về phía Việt "
"6636","TRANG_MERGED_WITH_CONTENT","## TRANG 499"
"6649","TRANG_MERGED_WITH_CONTENT","## TRANG 500"
"6660","TRANG_MERGED_WITH_CONTENT","## TRANG 501"
"6671","TRANG_MERGED_WITH_CONTENT","## TRANG 502"
"6675","VERY_LONG_LINE","Length=987 | Để đối phó với một phong trào Đông du thứ hai, thực dân Pháp bắt buộc phải chính mình phổ biến văn h"
"6683","TRANG_MERGED_WITH_CONTENT","## TRANG 503"
"6694","TRANG_MERGED_WITH_CONTENT","## TRANG 504"
"6710","TRANG_MERGED_WITH_CONTENT","## TRANG 505"
"6719","TRANG_MERGED_WITH_CONTENT","## TRANG 506"
"6724","VERY_LONG_LINE","Length=829 | Trong khuôn khổ của sự hạn chế này, nhóm Tự lực văn đoàn tham gia vào phong trào cải cách về y phục,"
"6728","TRANG_MERGED_WITH_CONTENT","## TRANG 507"
"6737","TRANG_MERGED_WITH_CONTENT","## TRANG 508"
"6750","TRANG_MERGED_WITH_CONTENT","## TRANG 509"
"6761","TRANG_MERGED_WITH_CONTENT","## TRANG 510"
"6764","VERY_LONG_LINE","Length=1050 | Đương thời không dậy trong trường học. Nếu như nhà trường dạy văn học thế kỷ XVII khá kỹ thì thế kỷ "
"6772","TRANG_MERGED_WITH_CONTENT","## TRANG 511"
"6781","TRANG_MERGED_WITH_CONTENT","## TRANG 512"
"6796","TRANG_MERGED_WITH_CONTENT","## TRANG 513"
"6813","TRANG_MERGED_WITH_CONTENT","## TRANG 514"
"6827","TRANG_MERGED_WITH_CONTENT","## TRANG 515"
"6844","TRANG_MERGED_WITH_CONTENT","## TRANG 516"
"6857","TRANG_MERGED_WITH_CONTENT","## TRANG 517"
"6864","VERY_LONG_LINE","Length=828 | Ta có thể xem Tản Đà là người mở đầu cho loại thơ quảng cáo này. Ông khoe thơ, khoe tài, khoe giá tr"
"6870","TRANG_MERGED_WITH_CONTENT","## TRANG 518"
"6874","VERY_LONG_LINE","Length=995 | (2) Đã là hàng hóa thì phải mới, và cái mới ấy phải lộ liễu. Dù thời, phải dùng lý luận để chứng min"
"6879","TRANG_MERGED_WITH_CONTENT","## TRANG 519"
"6884","VERY_LONG_LINE","Length=971 | Trước hết, mọi đề tài trước đây không có đều xuất hiện: Chúa, Thượng đế, linh hồn, sự cứu rỗi linh h"
"6890","TRANG_MERGED_WITH_CONTENT","## TRANG 520"
"6901","TRANG_MERGED_WITH_CONTENT","## TRANG 521"
"6913","TRANG_MERGED_WITH_CONTENT","## TRANG 522"
"6917","VERY_LONG_LINE","Length=880 | Chính vì vậy mà người nào cũng thấy cô đơn, tủi nhục. Những chiêu bài họ đưa ra chính họ đều thấy là"
"6925","TRANG_MERGED_WITH_CONTENT","## TRANG 523"
"6937","TRANG_MERGED_WITH_CONTENT","## TRANG 524"
"6946","TRANG_MERGED_WITH_CONTENT","## TRANG 525"
"6960","TRANG_MERGED_WITH_CONTENT","## TRANG 526"
"6973","TRANG_MERGED_WITH_CONTENT","## TRANG 527"
"6984","TRANG_MERGED_WITH_CONTENT","## TRANG 528"
"6995","TRANG_MERGED_WITH_CONTENT","## TRANG 529"
"7006","TRANG_MERGED_WITH_CONTENT","## TRANG 530"
"7023","TRANG_MERGED_WITH_CONTENT","## TRANG 531"
"7036","TRANG_MERGED_WITH_CONTENT","## TRANG 532"
"7051","TRANG_MERGED_WITH_CONTENT","## TRANG 533"
"7057","VERY_LONG_LINE","Length=893 | Thứ nhất là sơn mài. Chúng ta đều biết tranh sơn mài là một cổng hiến nghệ thuật của Việt Nam vào vă"
"7063","TRANG_MERGED_WITH_CONTENT","## TRANG 534"
"7066","VERY_LONG_LINE","Length=1440 | dến giàu có những người lao động nghệ thuật, Việt Nam cần phải làm gì. Trước hết có một cái đã có tr"
"7070","TRANG_MERGED_WITH_CONTENT","## TRANG 535"
"7079","TRANG_MERGED_WITH_CONTENT","## TRANG 536"
"7082","VERY_LONG_LINE","Length=972 | Nhung nhìn chung, vẫn chưa có một biểu hiện văn hóa Việt Nam nào đã nhập hẳn vào văn hóa hậu công ng"
"7089","TRANG_MERGED_WITH_CONTENT","## TRANG 537"
"7093","VERY_LONG_LINE","Length=1248 | Nếu ta điểm qua những ngành nghệ thuật Việt Nam đã có mặt trên diễn đàn văn hóa thế giới thì có thể "
"7097","TRANG_MERGED_WITH_CONTENT","## TRANG 538"
"7106","TRANG_MERGED_WITH_CONTENT","## TRANG 539"
"7114","TRANG_MERGED_WITH_CONTENT","## TRANG 540"
"7116","VERY_LONG_LINE","Length=1394 | cũng phải học, từ khách sạn, buôn bán, du lịch, cho đến làm khoa học. Nếu không, nhà mình xây người "
"7122","TRANG_MERGED_WITH_CONTENT","## TRANG 541"
"7125","VERY_LONG_LINE","Length=1221 | Trong văn hóa như thế nào thì trong kinh tế cũng thế. Dù cho người nước ngoài đầu tư ở Việt Nam đông"
"7130","TRANG_MERGED_WITH_CONTENT","## TRANG 542"
"7141","TRANG_MERGED_WITH_CONTENT","## TRANG 543"
"7198","TRANG_MERGED_WITH_CONTENT","## TRANG 544"
"7209","TRANG_MERGED_WITH_CONTENT","## TRANG 545"
"7218","TRANG_MERGED_WITH_CONTENT","## TRANG 546"
